Station_Code,Station_Name,Short,Medium,Long,Total_Distinct_Trains,Pct_Short,Pct_Medium,Pct_Long
THO,TULIN,0,2,14,16,0.0,12.5,87.5
GOL,GOILKERA,4,5,7,16,25.0,31.2,43.8
MGC,MUGAT,0,2,14,16,0.0,12.5,87.5
GVG,MANDI GOBIND,0,4,12,16,0.0,25.0,75.0
GVR,GORESWAR,0,4,12,16,0.0,25.0,75.0
MEP,MEHIDPUR ROA,0,0,16,16,0.0,0.0,100.0
MFA,MUKURIA,1,9,6,16,6.2,56.2,37.5
PDH,PADADHARI,0,0,16,16,0.0,0.0,100.0
BNGN,BONGAIGAON,0,0,16,16,0.0,0.0,100.0
MDVL,MANDAVALLI,0,8,8,16,0.0,50.0,50.0
MDJ,MUHAMMADGANJ,0,0,16,16,0.0,0.0,100.0
SYJ,SAIDRAJA,0,2,14,16,0.0,12.5,87.5
NTN,NAR TOWN,0,16,0,16,0.0,100.0,0.0
TIHU,TIHU,0,0,16,16,0.0,0.0,100.0
KART,KIRATPUR SAH,0,3,13,16,0.0,18.8,81.2
SGE,SANKARIDRUG,0,3,13,16,0.0,18.8,81.2
KMQ,KUMBLA,0,3,13,16,0.0,18.8,81.2
CTF,CHITGIDDA,0,6,10,16,0.0,37.5,62.5
ASB,ASANBONI,0,12,4,16,0.0,75.0,25.0
KMD,KODUMUDI,0,5,11,16,0.0,31.2,68.8
KATB,KHATKURA PH,0,11,5,16,0.0,68.8,31.2
KAO,KALUBATHAN,3,7,6,16,18.8,43.8,37.5
AJP,AJAMPUR,0,0,16,16,0.0,0.0,100.0
RPK,RAVALPALLI K,0,6,10,16,0.0,37.5,62.5
CBSA,CHAIBASA,2,5,9,16,12.5,31.2,56.2
BHAL,BHATIEL,0,16,0,16,0.0,100.0,0.0
PUU,PUNALUR,1,7,8,16,6.2,43.8,50.0
BGVN,BHIGVAN,0,2,14,16,0.0,12.5,87.5
VNR,DEVANUR,0,0,16,16,0.0,0.0,100.0
VNUP,VISHNUPURAM,1,1,14,16,6.2,6.2,87.5
PYOL,PAYYOLI,0,3,13,16,0.0,18.8,81.2
BPH,BELPAHAR,3,1,12,16,18.8,6.2,75.0
NMM,NEW MISAMARI,0,4,12,16,0.0,25.0,75.0
GGD,GULLAGUDA,0,6,10,16,0.0,37.5,62.5
TPND,TALAJA PANCH,2,10,4,16,12.5,62.5,25.0
GHQ,GARHWA,3,0,13,16,18.8,0.0,81.2
KXH,KAPURTHALA,0,12,4,16,0.0,75.0,25.0
PTAB,PATIA HALT,1,5,10,16,6.2,31.2,62.5
PTD,PETLAD JN.,0,16,0,16,0.0,100.0,0.0
BWK,BAWANI KHERA,0,2,14,16,0.0,12.5,87.5
PTTN,PATTAN,8,8,0,16,50.0,50.0,0.0
SPLE,SUJNIPARA,1,8,7,16,6.2,50.0,43.8
KUV,KUNDARA,1,7,8,16,6.2,43.8,50.0
SPC,SITAPUR CITY,1,6,9,16,6.2,37.5,56.2
TNR,TANGUTURU,2,3,11,16,12.5,18.8,68.8
GH,GHUGHULI,1,0,15,16,6.2,0.0,93.8
TNRU,TENNERU HALT,0,13,3,16,0.0,81.2,18.8
TNW,THANPAR NAGA,3,7,6,16,18.8,43.8,37.5
TP,TIRUCHIRAPPA,0,9,7,16,0.0,56.2,43.8
KUPR,KHURDPUR,10,4,2,16,62.5,25.0,12.5
SRI,SALMARI,1,10,5,16,6.2,62.5,31.2
URMA,URMA,0,4,12,16,0.0,25.0,75.0
PRP,PAHARPUR,0,4,12,16,0.0,25.0,75.0
BGO,BOGRI ROAD,0,7,9,16,0.0,43.8,56.2
NPD,NAWAPARA ROA,0,0,16,16,0.0,0.0,100.0
SQR,SULTANPUR LO,0,12,4,16,0.0,75.0,25.0
KXJ,KARIMGANJ JN,1,7,8,16,6.2,43.8,50.0
KXN,KANSBAHAL,2,5,9,16,12.5,31.2,56.2
KWM,KAMPUR,0,0,16,16,0.0,0.0,100.0
NTV,NAUTANWA,0,15,1,16,0.0,93.8,6.2
NUJ,NUJELLA,5,9,2,16,31.2,56.2,12.5
DBU,DODBALLAPUR,2,2,12,16,12.5,12.5,75.0
HDN,HAIDARNAGAR,0,0,16,16,0.0,0.0,100.0
SWPR,SEWAPURI,0,1,15,16,0.0,6.2,93.8
DTVL,DATIVLI,2,10,4,16,12.5,62.5,25.0
BNCR,BANCHARI,0,11,5,16,0.0,68.8,31.2
NRZB,NOWROZABAD,2,0,14,16,12.5,0.0,87.5
KLQ,KILIKOLLUR,1,7,8,16,6.2,43.8,50.0
KLT,KULITALAI,0,9,7,16,0.0,56.2,43.8
BPZ,BAZPUR,5,1,10,16,31.2,6.2,62.5
TSK,TINSUKIA JN.,3,7,6,16,18.8,43.8,37.5
TTO,TARN TARAN,0,16,0,16,0.0,100.0,0.0
BQI,BOMMIDI,0,0,16,16,0.0,0.0,100.0
MUP,MURHIPAR,0,10,6,16,0.0,62.5,37.5
MURD,MANDAWAR MAH,4,4,8,16,25.0,25.0,50.0
RQJ,RANINAGAR JA,2,6,8,16,12.5,37.5,50.0
VJPJ,VIJAYPUR JAM,0,2,14,16,0.0,12.5,87.5
AGTL,AGARTALA,5,3,8,16,31.2,18.8,50.0
BVR,BANAVAR,0,0,16,16,0.0,0.0,100.0
MAY,MARIAHU,0,2,14,16,0.0,12.5,87.5
MALB,MALIYA MIYAN,0,2,14,16,0.0,12.5,87.5
BTSR,BHUTESHWAR,0,7,9,16,0.0,43.8,56.2
HME,HAMRE,8,8,0,16,50.0,50.0,0.0
AMSA,AMMASANDRA,0,0,16,16,0.0,0.0,100.0
BUDI,BUNDI,0,2,14,16,0.0,12.5,87.5
HNA,HONNAVAR,0,0,16,16,0.0,0.0,100.0
CNO,CANACONA,0,4,12,16,0.0,25.0,75.0
GLY,GOLLAPALLI,0,4,12,16,0.0,25.0,75.0
PQS,PARK CIRCUS,3,13,0,16,18.8,81.2,0.0
VPDA,VIDYAPATINAG,0,4,12,16,0.0,25.0,75.0
DKGS,SIMARIA,4,1,11,16,25.0,6.2,68.8
DKJR,DHEKIAJULI R,0,4,12,16,0.0,25.0,75.0
SRNR,SRI RAMNAGAR,0,0,16,16,0.0,0.0,100.0
NPL,NAGALAPALLE,0,6,10,16,0.0,37.5,62.5
NPS,NAPASAR,0,3,13,16,0.0,18.8,81.2
NR,NIPHAD,0,2,14,16,0.0,12.5,87.5
BSE,BADSHAHPUR,0,1,15,16,0.0,6.2,93.8
LBA,LAMBHUA,0,3,13,16,0.0,18.8,81.2
LBG,LIMBGAON,0,1,15,16,0.0,6.2,93.8
HSX,HOSHIARPUR,10,4,2,16,62.5,25.0,12.5
LMN,LACHHMANPUR,4,0,12,16,25.0,0.0,75.0
LMNR,LAXMIBAINAGA,1,11,4,16,6.2,68.8,25.0
SRY,SIRARI,0,0,16,16,0.0,0.0,100.0
HTW,HATHUA,8,1,7,16,50.0,6.2,43.8
ARD,AMARDA ROAD,0,5,11,16,0.0,31.2,68.8
HSK,HARI SHANKAR,0,0,16,16,0.0,0.0,100.0
BPF,BANAPURA,0,0,16,16,0.0,0.0,100.0
BCU,BHUCHCHU,0,3,13,16,0.0,18.8,81.2
TLHR,TALCHER,1,0,15,16,6.2,0.0,93.8
GLA,GARLA,2,3,11,16,12.5,18.8,68.8
URD,UNTARI ROAD,0,0,16,16,0.0,0.0,100.0
HPP,HARPALPUR,0,2,14,16,0.0,12.5,87.5
SUD,SUDHANI,0,2,14,16,0.0,12.5,87.5
PNDR,PANDORI,0,16,0,16,0.0,100.0,0.0
BMD,BHIMADOLU,0,2,14,16,0.0,12.5,87.5
CYN,CHERIYANAD,0,4,12,16,0.0,25.0,75.0
PNUG,PUNPUN GHAT,0,16,0,16,0.0,100.0,0.0
PNYA,PANIYAHAWA,1,0,15,16,6.2,0.0,93.8
HRT,HARNAUT,0,5,11,16,0.0,31.2,68.8
MNI,MANGAON,0,0,16,16,0.0,0.0,100.0
MMU,MUGMA,3,7,6,16,18.8,43.8,37.5
MMV,MAHALI MARUP,2,5,9,16,12.5,31.2,56.2
DXH,DUHAI,0,2,14,16,0.0,12.5,87.5
DDP,DAUDPUR,1,4,11,16,6.2,25.0,68.8
ATUL,ATUL,1,4,11,16,6.2,25.0,68.8
GRMR,GARHI MANIKP,0,0,16,16,0.0,0.0,100.0
MJBT,MAJBAT,0,4,12,16,0.0,25.0,75.0
MJL,MAJHOWALIA,2,5,9,16,12.5,31.2,56.2
MJRI,MAJRI JN.,0,3,13,16,0.0,18.8,81.2
AGAS,AGAS,0,16,0,16,0.0,100.0,0.0
MKO,MARKONA,0,3,13,16,0.0,18.8,81.2
MHU,MANHERU,0,4,12,16,0.0,25.0,75.0
KLMG,KALAMBOLI,2,10,4,16,12.5,62.5,25.0
TETA,TELTA,0,2,14,16,0.0,12.5,87.5
S,SRIRANGAPATT,0,8,8,16,0.0,50.0,50.0
SDGH,SRI DUNGARGA,0,3,13,16,0.0,18.8,81.2
SADP,SAIDAPUR,2,2,12,16,12.5,12.5,75.0
SAHI,SATHI,1,5,10,16,6.2,31.2,62.5
CDMR,CHANDAULI MA,0,2,14,16,0.0,12.5,87.5
KGBS,KISHANGARH B,0,4,12,16,0.0,25.0,75.0
TWB,TALWANDI,0,12,4,16,0.0,75.0,25.0
SAW,SURIAWAN,0,1,15,16,0.0,6.2,93.8
SAY,SAYAMA,0,16,0,16,0.0,100.0,0.0
SBE,SORBHOG,0,0,16,16,0.0,0.0,100.0
YVP,YAWARPURA,0,16,0,16,0.0,100.0,0.0
SBD,SLEEMNABAD,1,0,14,15,6.7,0.0,93.3
DZP,DARAZPUR,0,5,10,15,0.0,33.3,66.7
KES,KESRI,0,5,10,15,0.0,33.3,66.7
MJS,MANJESHWAR,0,3,12,15,0.0,20.0,80.0
MJA,MEJA ROAD,0,3,12,15,0.0,20.0,80.0
TDN,TIRUPARANKUN,0,5,10,15,0.0,33.3,66.7
MIK,MANIKUI,0,0,15,15,0.0,0.0,100.0
MIAN,MIANGRAM,0,14,1,15,0.0,93.3,6.7
BSRX,BASAVANA BAG,0,0,15,15,0.0,0.0,100.0
DDX,DHAMDHAMIA,0,8,7,15,0.0,53.3,46.7
SSW,SARSAWA,0,5,10,15,0.0,33.3,66.7
BME,BARMER,0,5,10,15,0.0,33.3,66.7
AKU,ANGALAKUDURU,8,4,3,15,53.3,26.7,20.0
SRZ,SARDARGARH,0,15,0,15,0.0,100.0,0.0
PPH,PIPRIDIH,0,1,14,15,0.0,6.7,93.3
LKS,LUNKARANSAR,0,0,15,15,0.0,0.0,100.0
POZ,POTUL,0,3,12,15,0.0,20.0,80.0
LM,LIMDI,0,5,10,15,0.0,33.3,66.7
SRJN,SIRAJNAGAR,0,6,9,15,0.0,40.0,60.0
PQY,PABLI KHAS,0,0,15,15,0.0,0.0,100.0
BLZ,BUDHLADA,0,0,15,15,0.0,0.0,100.0
LDW,LADHOWAL,0,11,4,15,0.0,73.3,26.7
SRPR,SARUPSAR JN.,0,15,0,15,0.0,100.0,0.0
PMS,PARMALKASA,0,9,6,15,0.0,60.0,40.0
LXD,LAKSHANNATH,0,5,10,15,0.0,33.3,66.7
PKY,PILKHANI,0,5,10,15,0.0,33.3,66.7
ANCR,ANCHURI PH,1,7,7,15,6.7,46.7,46.7
SVC,SIWAN KACHER,8,1,6,15,53.3,6.7,40.0
TKBG,TEKA BIGHA,0,3,12,15,0.0,20.0,80.0
GNGD,GANGADHARPUR,0,5,10,15,0.0,33.3,66.7
VKD,BAKHRABAD,2,5,8,15,13.3,33.3,53.3
RPO,RAWATPUR,0,8,7,15,0.0,53.3,46.7
SGBA,SIR GURUDAS,2,13,0,15,13.3,86.7,0.0
DOA,DORAHA,0,4,11,15,0.0,26.7,73.3
NSI,NIKURSINI,0,5,10,15,0.0,33.3,66.7
BTW,BARSHI,0,0,15,15,0.0,0.0,100.0
BTV,BAITARANI RO,0,5,10,15,0.0,33.3,66.7
BNBH,BANI BIHAR,1,4,10,15,6.7,26.7,66.7
PGK,PILI BANGAN,0,2,13,15,0.0,13.3,86.7
DBR,DABHAURA,2,0,13,15,13.3,0.0,86.7
DJ,DARJEELING,0,13,2,15,0.0,86.7,13.3
NUD,NAVAGADH,1,0,14,15,6.7,0.0,93.3
DHE,DHOBHI,1,4,10,15,6.7,26.7,66.7
PSD,PARSODA,0,3,12,15,0.0,20.0,80.0
ITA,ITOLA,0,6,9,15,0.0,40.0,60.0
JAG,JALALGARH,0,15,0,15,0.0,100.0,0.0
GHUM,GHUM,0,13,2,15,0.0,86.7,13.3
MOTC,MOTICHUR,6,0,9,15,40.0,0.0,60.0
KZU,KUNKI BH,0,0,15,15,0.0,0.0,100.0
GHJ,GURSAHAIGANJ,0,4,11,15,0.0,26.7,73.3
MPY,MURARPUR HAL,1,6,8,15,6.7,40.0,53.3
SNI,SINDI,0,2,13,15,0.0,13.3,86.7
DLF,DALAN,0,15,0,15,0.0,100.0,0.0
DLB,DAULATABAD,0,3,12,15,0.0,20.0,80.0
SOD,SOJAT ROAD,1,4,10,15,6.7,26.7,66.7
KUB,KASBA,0,15,0,15,0.0,100.0,0.0
RPMN,RAMPUR MANIH,0,2,13,15,0.0,13.3,86.7
KAJG,KARANJGOAN,0,3,12,15,0.0,20.0,80.0
RNX,RANIPATRA,0,15,0,15,0.0,100.0,0.0
JKL,JALALKHALI H,2,13,0,15,13.3,86.7,0.0
SNGP,SINGHPUR,1,0,14,15,6.7,0.0,93.3
GNNA,GANGANIA,2,6,7,15,13.3,40.0,46.7
MFB,MUSTAFABAD,0,5,10,15,0.0,33.3,66.7
KSY,KUSIARGAON,0,15,0,15,0.0,100.0,0.0
TR,TARUR,0,3,12,15,0.0,20.0,80.0
SMH,SIMRAHA,0,15,0,15,0.0,100.0,0.0
VKT,VENKATACHALE,0,9,6,15,0.0,60.0,40.0
SKF,SAKHOTI TAND,0,0,15,15,0.0,0.0,100.0
JRS,JORAWASAN,0,5,10,15,0.0,33.3,66.7
MSP,MANSURPUR,0,0,15,15,0.0,0.0,100.0
GBN,GARH BANALI,0,15,0,15,0.0,100.0,0.0
MLD,MALIHABAD,1,2,12,15,6.7,13.3,80.0
SZR,SARUPATHAR,0,0,15,15,0.0,0.0,100.0
CLVR,CHILUVUR,5,4,6,15,33.3,26.7,40.0
NYA,NARAYANGARH,2,5,8,15,13.3,33.3,53.3
BTF,BATHNAHA,0,15,0,15,0.0,100.0,0.0
PARD,PATHRAD HALT,0,2,13,15,0.0,13.3,86.7
KMV,KARMAD,0,3,12,15,0.0,20.0,80.0
RNA,ROHANA KALAN,0,0,15,15,0.0,0.0,100.0
KNZ,KALANOUR,0,5,10,15,0.0,33.3,66.7
CTH,CHIKALTHAN,0,3,12,15,0.0,20.0,80.0
TDW,TANDWAL,0,5,10,15,0.0,33.3,66.7
ARR,ARARIYA,0,15,0,15,0.0,100.0,0.0
BNVD,BHANVAD,4,4,7,15,26.7,26.7,46.7
DOKY,DUKHERI,0,5,10,15,0.0,33.3,66.7
DOE,DEORI,1,0,14,15,6.7,0.0,93.3
KHLL,KETO HALLI H,6,4,5,15,40.0,26.7,33.3
JWO,JAWAD ROAD,0,1,14,15,0.0,6.7,93.3
SHAN,SRINIVASANAG,0,1,14,15,0.0,6.7,93.3
GSPR,GOSALPUR,1,0,14,15,6.7,0.0,93.3
RWO,RANAVAV,4,2,9,15,26.7,13.3,60.0
RWA,RAUTARA,0,15,0,15,0.0,100.0,0.0
KDU,KADAMBUR,0,0,15,15,0.0,0.0,100.0
BAKL,BAKAL,0,9,6,15,0.0,60.0,40.0
RSM,RASMARA,0,9,6,15,0.0,60.0,40.0
WRC,WRS COLONY,1,6,7,14,7.1,42.9,50.0
ZP,ZERPUR PALI,0,0,14,14,0.0,0.0,100.0
DDE,DONDAICHA,0,0,14,14,0.0,0.0,100.0
NAS,NASRALA,10,4,0,14,71.4,28.6,0.0
DDW,DUDWA,0,2,12,14,0.0,14.3,85.7
AAM,ANGADIPURAM,2,10,2,14,14.3,71.4,14.3
SAWN,SOHANSRA,0,0,14,14,0.0,0.0,100.0
NDBT,NANDPUR BHAT,0,2,12,14,0.0,14.3,85.7
MWUE,MAHRAWAL,0,9,5,14,0.0,64.3,35.7
TVL,TADWAL,0,2,12,14,0.0,14.3,85.7
PRF,PARSIPUR,0,1,13,14,0.0,7.1,92.9
PRH,POWERPET,0,2,12,14,0.0,14.3,85.7
URK,URKURA,0,6,8,14,0.0,42.9,57.1
URN,UTRAN,0,6,8,14,0.0,42.9,57.1
KZY,KAYALPATTINA,0,8,6,14,0.0,57.1,42.9
KZB,KURUMBUR,0,8,6,14,0.0,57.1,42.9
SRVX,SURAVALI (H),0,12,2,14,0.0,85.7,14.3
PQN,PARIAWAN KAL,0,0,14,14,0.0,0.0,100.0
LGO,LALGOPALGANJ,0,0,14,14,0.0,0.0,100.0
VPG,VENTRAPRAGAD,0,11,3,14,0.0,78.6,21.4
OEA,ODELA,0,2,12,14,0.0,14.3,85.7
MHRN,MAHENDRANATH,1,4,9,14,7.1,28.6,64.3
GSL,GODAPEASAL,0,5,9,14,0.0,35.7,64.3
KIU,KINANA,1,5,8,14,7.1,35.7,57.1
CGI,CHANDRAGIRI,0,7,7,14,0.0,50.0,50.0
SCQ,SHAM CHAURAS,10,4,0,14,71.4,28.6,0.0
SDF,SUDSAR,0,3,11,14,0.0,21.4,78.6
CGN,CHIRGAON,1,1,12,14,7.1,7.1,85.7
CGS,CHANGSARI,0,0,14,14,0.0,0.0,100.0
MJG,MAJHGAWAN,2,4,8,14,14.3,28.6,57.1
MJO,MAJORDE JN.,0,12,2,14,0.0,85.7,14.3
TCN,TIRUCHENDUR,0,8,6,14,0.0,57.1,42.9
AGI,AMGURI,0,0,14,14,0.0,0.0,100.0
TDLE,TILDANGA,0,5,9,14,0.0,35.7,64.3
GTX,GOTHAN GAM,0,6,8,14,0.0,42.9,57.1
MHH,MAGHAR,0,1,13,14,0.0,7.1,92.9
BNSR,BHAGWANSAR,0,14,0,14,0.0,100.0,0.0
KEA,KATRA,4,3,7,14,28.6,21.4,50.0
KEK,KARKHELI,0,2,12,14,0.0,14.3,85.7
RVKH,RAVINDRAKHAN,0,2,12,14,0.0,14.3,85.7
MVV,MAHESHI,0,6,8,14,0.0,42.9,57.1
TUA,TIRUNNAVAYA,0,4,10,14,0.0,28.6,71.4
TUV,TUVVUR HALT,2,10,2,14,14.3,71.4,14.3
ANY,ARUMUGANERI,0,8,6,14,0.0,57.1,42.9
ODG,OBAIDULLA GA,1,0,13,14,7.1,0.0,92.9
NZT,NAZARETH,0,8,6,14,0.0,57.1,42.9
THBN,THANA BHAWAN,0,2,12,14,0.0,14.3,85.7
THDR,THANDLA ROAD,0,4,10,14,0.0,28.6,71.4
THJ,TALHERI BAZU,0,0,14,14,0.0,0.0,100.0
KLDI,KALDHARI,1,11,2,14,7.1,78.6,14.3
KLG,KALUNGA,2,5,7,14,14.3,35.7,50.0
RUPC,RUDRAPUR CIT,0,1,13,14,0.0,7.1,92.9
RUR,RANPUR,0,5,9,14,0.0,35.7,64.3
KKI,KARKELI,1,0,13,14,7.1,0.0,92.9
SDNR,SEYDUNGANALL,0,8,6,14,0.0,57.1,42.9
SDY,SADHOO GARH,0,7,7,14,0.0,50.0,50.0
DING,DING,0,0,14,14,0.0,0.0,100.0
VPZ,VALAPUZHA HA,2,10,2,14,14.3,71.4,14.3
NPI,NIPANIA,1,6,7,14,7.1,42.9,50.0
TLRA,TALARA,0,2,12,14,0.0,14.3,85.7
TLV,TALVADIYA,4,0,10,14,28.6,0.0,71.4
KZH,KILA ZAFARGA,1,5,8,14,7.1,35.7,57.1
SRBA,SARAGBUNDIA,0,9,5,14,0.0,64.3,35.7
BSCK,BASUCHAK HAL,0,4,10,14,0.0,28.6,71.4
TKVR,TEK NEWAS,1,4,9,14,7.1,28.6,64.3
TKWD,TIKEKARWADI,0,4,10,14,0.0,28.6,71.4
NRGO,NARGANJO HAL,2,4,8,14,14.3,28.6,57.1
LJR,LANJI GARH R,0,4,10,14,0.0,28.6,71.4
LHB,LAHABON HALT,2,4,8,14,14.3,28.6,57.1
DPL,DANAULI PHUL,0,4,10,14,0.0,28.6,71.4
DPP,DHIRPUR,8,5,1,14,57.1,35.7,7.1
RSMN,RAMGOVINDSIN,0,14,0,14,0.0,100.0,0.0
AI,ADIPUR,0,2,12,14,0.0,14.3,85.7
KBQ,KUMRABAD ROH,0,9,5,14,0.0,64.3,35.7
KBY,KHOIRABARI,0,4,10,14,0.0,28.6,71.4
KCA,KUCHMAN,0,4,10,14,0.0,28.6,71.4
KCJ,KASIMPUR HAL,0,0,14,14,0.0,0.0,100.0
KCKI,KECHKI,0,0,14,14,0.0,0.0,100.0
KLA,KULWA,0,9,5,14,0.0,64.3,35.7
KLAR,KULPAHAR,0,2,12,14,0.0,14.3,85.7
BDWD,BODWAD,0,0,14,14,0.0,0.0,100.0
MKR,MADDIKERA,0,2,12,14,0.0,14.3,85.7
DUB,DABTARA,0,2,12,14,0.0,14.3,85.7
RPRL,RAPARLA HALT,0,6,8,14,0.0,42.9,57.1
WNG,WANEGAON HAL,0,1,13,14,0.0,7.1,92.9
DDL,DHANDARI KAL,0,4,10,14,0.0,28.6,71.4
MUUA,MAHUAWA KHUR,0,0,14,14,0.0,0.0,100.0
RRS,RAGHURAJ SIN,0,4,10,14,0.0,28.6,71.4
ADF,ADINA,0,10,4,14,0.0,71.4,28.6
DMW,DALMAU JN.,0,4,10,14,0.0,28.6,71.4
DUJ,DUBRAJPUR,0,10,4,14,0.0,71.4,28.6
UKA,UKHRA,0,10,4,14,0.0,71.4,28.6
MGME,MCCLUSKIEGAN,1,0,13,14,7.1,0.0,92.9
GWA,GANJ DUNDWAR,0,6,8,14,0.0,42.9,57.1
BEY,BUGGANAPALLI,0,1,13,14,0.0,7.1,92.9
KCD,KURICHEDU,0,1,13,14,0.0,7.1,92.9
VDL,VAITHISVARAN,0,6,8,14,0.0,42.9,57.1
PCU,PUTLACHERUVU,0,8,6,14,0.0,57.1,42.9
BQU,BHATTIPROLU,6,4,4,14,42.9,28.6,28.6
FRD,FARHEDI HALT,0,11,3,14,0.0,78.6,21.4
FSP,FATEHSINGHPU,0,0,14,14,0.0,0.0,100.0
FTG,FURSATGANJ,0,0,14,14,0.0,0.0,100.0
CTA,CHITRADURG,2,3,9,14,14.3,21.4,64.3
KMJ,KAIMGANJ,0,6,8,14,0.0,42.9,57.1
KARD,KAMAN,7,7,0,14,50.0,50.0,0.0
CBX,CHAND BHAN,0,8,6,14,0.0,57.1,42.9
CHBT,CHAKARBHATHA,1,6,7,14,7.1,42.9,50.0
GULR,GULER,0,2,12,14,0.0,14.3,85.7
GUV,GURUVAYUR,4,4,6,14,28.6,28.6,42.9
MLB,MODLIMB,0,0,14,14,0.0,0.0,100.0
PDU,PONDURU,0,4,10,14,0.0,28.6,71.4
CTND,CHETTINAD,0,6,8,14,0.0,42.9,57.1
ADR,MANDI ADAMPU,0,0,14,14,0.0,0.0,100.0
NGL,NAGAL,0,0,14,14,0.0,0.0,100.0
KNDV,KRISHNA DEVA,6,3,5,14,42.9,21.4,35.7
KNG,KATHUNANGAL,0,14,0,14,0.0,100.0,0.0
KAMP,KAMALPUR HAL,0,9,5,14,0.0,64.3,35.7
SGLA,SANGOLA,0,2,12,14,0.0,14.3,85.7
JWLS,JAWANWALA SH,0,2,12,14,0.0,14.3,85.7
BIK,BHIRA KHERI,0,2,12,14,0.0,14.3,85.7
KAMG,KAMAKHYAGURI,0,0,14,14,0.0,0.0,100.0
GOH,GAROTH,0,0,14,14,0.0,0.0,100.0
LHN,LACHYAN,0,2,12,14,0.0,14.3,85.7
PSB,PARSABAD,0,4,10,14,0.0,28.6,71.4
KYF,KAJRAT NAWAD,0,0,14,14,0.0,0.0,100.0
DHA,DHEENA,0,4,10,14,0.0,28.6,71.4
DHJ,DHINOJ,8,6,0,14,57.1,42.9,0.0
GHL,GOLHALLI,0,4,10,14,0.0,28.6,71.4
GHNA,GOHANA,0,8,6,14,0.0,57.1,42.9
LMK,LIMKHERA,0,4,10,14,0.0,28.6,71.4
LMM,LAILAKH MAMA,0,4,10,14,0.0,28.6,71.4
PPD,PIPOLOD,0,4,10,14,0.0,28.6,71.4
PPO,PANPOSH,2,5,7,14,14.3,35.7,50.0
ARCL,ARUNACHAL,0,7,7,14,0.0,50.0,50.0
JAQ,JANDRAPETA H,0,6,8,14,0.0,42.9,57.1
NUPR,NURPUR ROAD,0,2,12,14,0.0,14.3,85.7
JTDM,JATDUMRI HAL,0,14,0,14,0.0,100.0,0.0
KNT,KANTH,0,0,14,14,0.0,0.0,100.0
DAR,DANWAR,0,9,5,14,0.0,64.3,35.7
DARA,DARA,0,6,8,14,0.0,42.9,57.1
KNP,KHANAPUR,0,2,12,14,0.0,14.3,85.7
RMPR,RAMPUR  HALT,5,5,4,14,35.7,35.7,28.6
KAG,KODAGANUR,0,2,12,14,0.0,14.3,85.7
RNH,RUNKHERA,4,0,10,14,28.6,0.0,71.4
CAS,CHAS ROAD PH,0,2,12,14,0.0,14.3,85.7
HAT,HATHURAN,0,6,8,14,0.0,42.9,57.1
MDKU,MODUKURU HAL,0,6,8,14,0.0,42.9,57.1
MDH,MANDHAR,1,6,7,14,7.1,42.9,50.0
DMR,DHARMANAGAR,1,3,10,14,7.1,21.4,71.4
BHT,BHATTU,0,0,14,14,0.0,0.0,100.0
CAER,CHANERA,0,0,14,14,0.0,0.0,100.0
ANK,ANKAI,1,0,13,14,7.1,0.0,92.9
NGRS,NAGROTA SURI,0,2,12,14,0.0,14.3,85.7
TRN,TARAON,0,4,10,14,0.0,28.6,71.4
GANL,GHANAULI,0,3,11,14,0.0,21.4,78.6
RLS,ROMANA ALBEL,0,8,6,14,0.0,57.1,42.9
SYH,SAIYEDPUR BH,0,4,10,14,0.0,28.6,71.4
DISA,DISA,0,3,11,14,0.0,21.4,78.6
NIL,NILAMBUR ROA,2,10,2,14,14.3,71.4,14.3
GBB,GUBBI,0,0,14,14,0.0,0.0,100.0
GBK,GOPALPUR BAL,1,5,8,14,7.1,35.7,57.1
TRK,TIRUKKOVILUR,0,0,14,14,0.0,0.0,100.0
KPS,KOPA SAMHOTA,1,4,9,14,7.1,28.6,64.3
AVN,ANVARDIKANPE,0,8,6,14,0.0,57.1,42.9
RGT,RAJGHAT PH,0,5,9,14,0.0,35.7,64.3
KOV,KIRLOSKAR WA,0,0,14,14,0.0,0.0,100.0
APL,APPIKATLA,0,6,8,14,0.0,42.9,57.1
SKA,SIKANDRA RAO,0,6,8,14,0.0,42.9,57.1
PES,PHESAR,0,6,8,14,0.0,42.9,57.1
MCLE,MANCHILI,1,13,0,14,7.1,92.9,0.0
UNDI,UNDI,0,8,6,14,0.0,57.1,42.9
DUA,DHAURA,0,1,13,14,0.0,7.1,92.9
JNT,JAINTIPURA,0,14,0,14,0.0,100.0,0.0
REN,REN,0,0,14,14,0.0,0.0,100.0
KRJR,KARJARA,0,0,14,14,0.0,0.0,100.0
JPRD,JENAPUR ROAD,3,3,8,14,21.4,21.4,57.1
BHN,BHULI,0,8,6,14,0.0,57.1,42.9
DAVM,DHANUVACHAPU,0,7,7,14,0.0,50.0,50.0
UMNR,UMESHNAGAR,4,2,8,14,28.6,14.3,57.1
MBL,MANUBOLU,0,9,5,14,0.0,64.3,35.7
MBS,MADHOSINGH,0,5,9,14,0.0,35.7,64.3
HHL,HIREHALLI,0,4,10,14,0.0,28.6,71.4
HIND,HIND,0,2,12,14,0.0,14.3,85.7
SVV,SRIVAIKUNTAM,0,8,6,14,0.0,57.1,42.9
KPLL,KOTTA PANDIL,0,6,8,14,0.0,42.9,57.1
CIV,CHINNARAVURU,6,4,4,14,42.9,28.6,28.6
