Station_Code,Station_Name,Short,Medium,Long,Total_Distinct_Trains,Pct_Short,Pct_Medium,Pct_Long
BJRA,BHAJERA,0,4,2,6,0.0,66.7,33.3
KMPH,KAMALPUR HAL,0,2,4,6,0.0,33.3,66.7
KTHL,KATHOLA (HAL,0,1,5,6,0.0,16.7,83.3
KTHA,KHUTHA,0,4,2,6,0.0,66.7,33.3
KTA,KUSHTALA,0,0,6,6,0.0,0.0,100.0
KSWR,KALMESHWAR,0,0,6,6,0.0,0.0,100.0
KSR,KASTURI (HAL,0,1,5,6,0.0,16.7,83.3
RDG,RAYA DRUG,0,0,6,6,0.0,0.0,100.0
BLC,BOLDA,0,0,6,6,0.0,0.0,100.0
BKWA,BAKAYANWALA,0,4,2,6,0.0,66.7,33.3
TVS,TALAIVASAL,0,4,2,6,0.0,66.7,33.3
TVN,TIRUPPUVANAM,0,5,1,6,0.0,83.3,16.7
TVI,TARADEVI,0,0,6,6,0.0,0.0,100.0
BDHL,BADHAL,0,0,6,6,0.0,0.0,100.0
ETUE,ETMADPUR,0,4,2,6,0.0,66.7,33.3
KMNP,KISHAN-MANPU,0,0,6,6,0.0,0.0,100.0
KMM,KANNAMANGALA,0,0,6,6,0.0,0.0,100.0
KMLM,KELAMANGALAM,0,2,4,6,0.0,33.3,66.7
UM,UMERDASHI,0,2,4,6,0.0,33.3,66.7
UKE,UTTARKATHANI,0,0,6,6,0.0,0.0,100.0
DUS,DULRASAR,6,0,0,6,100.0,0.0,0.0
GWO,GWALIOR (NG),0,0,6,6,0.0,0.0,100.0
KODN,KODUMUNDA HA,0,4,2,6,0.0,66.7,33.3
KNGN,KANHEGAON,0,0,6,6,0.0,0.0,100.0
KNDL,KHANDEL,0,0,6,6,0.0,0.0,100.0
KNDI,KANDRORI,0,6,0,6,0.0,100.0,0.0
CATD,CHATAUD,0,6,0,6,0.0,100.0,0.0
CATA,CHHATA-ASCHA,0,0,6,6,0.0,0.0,100.0
RNKA,RUNKUTA,0,3,3,6,0.0,50.0,50.0
RNJD,RANJAN GAON,0,0,6,6,0.0,0.0,100.0
EKL,EKDIL,0,4,2,6,0.0,66.7,33.3
EDN,EDAMANN,0,4,2,6,0.0,66.7,33.3
GOPA,GHOSIPURA,0,0,6,6,0.0,0.0,100.0
RCA,RENTACHIN TA,2,3,1,6,33.3,50.0,16.7
RBR,RIBADA,0,0,6,6,0.0,0.0,100.0
KSDE,KARSINDHU HA,0,0,6,6,0.0,0.0,100.0
KSBI,KASHIABARI,0,6,0,6,0.0,100.0,0.0
KRX,KURUD,0,6,0,6,0.0,100.0,0.0
KONN,KONNUR HALT,0,0,6,6,0.0,0.0,100.0
KONA,KONA PH,1,5,0,6,16.7,83.3,0.0
RMW,ROSHAN MAU H,0,3,3,6,0.0,50.0,50.0
RMNR,RAHMAT NAGAR,0,2,4,6,0.0,33.3,66.7
RMH,RANGMAHAL,0,2,4,6,0.0,33.3,66.7
GPDE,GUDIPUDI,0,3,3,6,0.0,50.0,50.0
KRNH,KORNAHALLI,0,2,4,6,0.0,33.3,66.7
BYHA,BARYA RAM,0,1,5,6,0.0,16.7,83.3
BXT,BAMANHAT,0,2,4,6,0.0,33.3,66.7
KRC,KIRODA,0,0,6,6,0.0,0.0,100.0
RES,RASAULI,0,2,4,6,0.0,33.3,66.7
REM,REDDI GUDEM,0,3,3,6,0.0,50.0,50.0
GOZ,GOLSAR,6,0,0,6,100.0,0.0,0.0
RDV,RADHA BALAMP,0,4,2,6,0.0,66.7,33.3
KNJJ,KANNJARA HAL,0,0,6,6,0.0,0.0,100.0
KNGR,KASHINAGAR P,0,2,4,6,0.0,33.3,66.7
BKNM,BANKRA NAYAB,1,5,0,6,16.7,83.3,0.0
BKNA,BAKAINA HALT,0,3,3,6,0.0,50.0,50.0
KPRR,KOTAPAR ROAD,0,0,6,6,0.0,0.0,100.0
KRLS,KURLASI,0,0,6,6,0.0,0.0,100.0
KQS,KAILARAS,0,0,6,6,0.0,0.0,100.0
RGJI,RANGJULI,0,1,5,6,0.0,16.7,83.3
KRKN,KARKEND PH,0,2,4,6,0.0,33.3,66.7
GOX,GOBINDPUR DU,0,0,6,6,0.0,0.0,100.0
KRJD,KARJODA,0,2,4,6,0.0,33.3,66.7
KRI,KHAPRI,0,2,4,6,0.0,33.3,66.7
DWG,DEWANGANJ,0,2,4,6,0.0,33.3,66.7
RM,RAJMANE,6,0,0,6,100.0,0.0,0.0
BKLA,BAKULHA,0,0,6,6,0.0,0.0,100.0
BKKS,BAKKAS,0,2,4,6,0.0,33.3,66.7
BKIT,BINDADKATTI,0,0,6,6,0.0,0.0,100.0
KONY,KISONI,0,0,6,6,0.0,0.0,100.0
CAJ,CHAKRAJ MAL,0,0,6,6,0.0,0.0,100.0
GSW,GURUSAR SEHN,0,2,4,6,0.0,33.3,66.7
MTMI,MOTUMARI JN.,0,2,4,6,0.0,33.3,66.7
KOHR,KOHIR(DECCAN,0,2,4,6,0.0,33.3,66.7
BKDE,BUDHA KHERA,0,0,6,6,0.0,0.0,100.0
RLO,RAYALCHERUVU,0,2,4,6,0.0,33.3,66.7
UBN,UBARNI,0,4,2,6,0.0,66.7,33.3
UA,UPLETA,0,0,6,6,0.0,0.0,100.0
TZR,TURKI,0,0,6,6,0.0,0.0,100.0
CWI,CHONDI,0,0,6,6,0.0,0.0,100.0
CVV,CHERUVU MADH,0,2,4,6,0.0,33.3,66.7
KNSR,KANASAR,0,0,6,6,0.0,0.0,100.0
KNRG,KANHARGAON N,0,0,6,6,0.0,0.0,100.0
DWA,DAILWARA,0,1,5,6,0.0,16.7,83.3
UGN,UGAON,0,2,4,6,0.0,33.3,66.7
UDS,UDASAR,6,0,0,6,100.0,0.0,0.0
BEHT,BIHAT HALT,0,0,6,6,0.0,0.0,100.0
ACG,ACHEGAON,0,0,6,6,0.0,0.0,100.0
DEEG,DEEG,0,2,4,6,0.0,33.3,66.7
DDNA,DUDHAUNDA (H,0,4,2,6,0.0,66.7,33.3
MTL,MAILAM,1,1,4,6,16.7,16.7,66.7
DELO,DEORAKOT,0,2,4,6,0.0,33.3,66.7
NARA,NARA HALT,0,0,6,6,0.0,0.0,100.0
NAND,NANDIKOOR,0,0,6,6,0.0,0.0,100.0
NANA,NANA,0,0,6,6,0.0,0.0,100.0
ALP,ALAPPAKKAM,0,6,0,6,0.0,100.0,0.0
YAD,YEULKHED,0,0,6,6,0.0,0.0,100.0
DCP,DAL CHAPRA F,0,0,6,6,0.0,0.0,100.0
MZX,MATATILA,0,1,5,6,0.0,16.7,83.3
MZU,MARANDAHALLI,0,2,4,6,0.0,33.3,66.7
UDM,UNDASA MADHA,1,2,3,6,16.7,33.3,50.0
UCH,UNCHAULIA,0,4,2,6,0.0,66.7,33.3
NBT,NAYA BHAGIRA,0,0,6,6,0.0,0.0,100.0
BRGL,BURGULA HALT,0,2,4,6,0.0,33.3,66.7
GRHM,GIR GADHADA,0,4,2,6,0.0,66.7,33.3
GRCP,G.RAMACHANDR,0,4,2,6,0.0,66.7,33.3
GRAK,GARKHA F,0,2,4,6,0.0,33.3,66.7
SXR,SERNDANUR,0,6,0,6,0.0,100.0,0.0
TFGN,TUFANGANJ,0,0,6,6,0.0,0.0,100.0
TELY,TELIA,0,4,2,6,0.0,66.7,33.3
NAN,NANOGAON ROA,0,0,6,6,0.0,0.0,100.0
BRKB,BHARAT KHAND,0,0,6,6,0.0,0.0,100.0
MZY,MACHAPUR,0,0,6,6,0.0,0.0,100.0
MWT,MARWAR LOHAW,0,0,6,6,0.0,0.0,100.0
NB,NIMBHORA,0,0,6,6,0.0,0.0,100.0
TEK,TEKKALI,0,2,4,6,0.0,33.3,66.7
TEG,TRIBEDIGANJ,0,2,4,6,0.0,33.3,66.7
BEK,BUNDKI,0,0,6,6,0.0,0.0,100.0
TUL,TIRALDIH,0,0,5,5,0.0,0.0,100.0
PPKD,PAPRAKUND,0,1,4,5,0.0,20.0,80.0
KHTG,KHATGAON,0,0,5,5,0.0,0.0,100.0
SII,SITIMANI,0,0,5,5,0.0,0.0,100.0
BTKP,BHARAT KUP,0,0,5,5,0.0,0.0,100.0
KKS,KURASTI KALA,0,3,2,5,0.0,60.0,40.0
KDHI,KALADEHI,0,4,1,5,0.0,80.0,20.0
BRHU,BARAHU,0,0,5,5,0.0,0.0,100.0
KFF,KOLDE,0,0,5,5,0.0,0.0,100.0
KHE,KANKATHER,0,0,5,5,0.0,0.0,100.0
MAND,MANDURAI HAL,3,2,0,5,60.0,40.0,0.0
TVG,TAVARGATTI,0,1,4,5,0.0,20.0,80.0
PUO,PIR UMROD,0,0,5,5,0.0,0.0,100.0
SIW,SHIRAVADE,0,0,5,5,0.0,0.0,100.0
TRAN,TORANG,0,0,5,5,0.0,0.0,100.0
CRE,CHORGHAT PIP,0,4,1,5,0.0,80.0,20.0
KLM,KADLIMATTI H,0,0,5,5,0.0,0.0,100.0
RXM,ROOMA,0,3,2,5,0.0,60.0,40.0
CTPR,CHINTA PARRU,0,4,1,5,0.0,80.0,20.0
PLHW,PALHAWAS,0,5,0,5,0.0,100.0,0.0
RSYI,RASAYANI,0,1,4,5,0.0,20.0,80.0
DNK,DHANAKYA,1,1,3,5,20.0,20.0,60.0
ANPR,ANPARA,0,3,2,5,0.0,60.0,40.0
PTPR,PRATABPUR HA,0,5,0,5,0.0,100.0,0.0
BLWR,BILESHWAR,0,2,3,5,0.0,40.0,60.0
CSM,CANSAULIM,0,5,0,5,0.0,100.0,0.0
KSAR,KUDALA SANGA,0,0,5,5,0.0,0.0,100.0
LKKD,LOKKADKOT,0,0,5,5,0.0,0.0,100.0
PTRL,PATHRALA,0,2,3,5,0.0,40.0,60.0
APRD,ASHAPURNA DE,0,5,0,5,0.0,100.0,0.0
PRTR,PUTTARRA,0,4,1,5,0.0,80.0,20.0
PRU,PARLU,0,0,5,5,0.0,0.0,100.0
SJPA,SUJALPUR PH,0,5,0,5,0.0,100.0,0.0
USK,USIAKHAS HAL,0,0,5,5,0.0,0.0,100.0
KMTI,KUMARHATTI D,0,0,5,5,0.0,0.0,100.0
MDB,MANDOR,0,1,4,5,0.0,20.0,80.0
LSGS,LAVAN SATYAG,0,5,0,5,0.0,100.0,0.0
BUQ,BARGI,0,4,1,5,0.0,80.0,20.0
BUGY,BUGIA,0,5,0,5,0.0,100.0,0.0
TWL,TILWARA,0,0,5,5,0.0,0.0,100.0
SGS,SHOGHI,0,0,5,5,0.0,0.0,100.0
LAUL,LAUL,0,0,5,5,0.0,0.0,100.0
DPT,DALPAT SINGH,0,5,0,5,0.0,100.0,0.0
PHX,PATHAKPUR,0,0,5,5,0.0,0.0,100.0
KKRD,KIKAKUI ROAD,0,0,5,5,0.0,0.0,100.0
GGGS,GARHA GOODS,0,4,1,5,0.0,80.0,20.0
KHTX,KHED TEMPLE,0,0,5,5,0.0,0.0,100.0
PGMD,PRAGATI MAID,1,4,0,5,20.0,80.0,0.0
ANGR,ANGADGERI H,0,0,5,5,0.0,0.0,100.0
KHNR,KACHNARA,0,0,5,5,0.0,0.0,100.0
KDRD,KHULDIL ROAD,0,1,4,5,0.0,20.0,80.0
DRPH,DEVRI P.H,0,4,1,5,0.0,80.0,20.0
BMRN,BHIMRANA,0,0,5,5,0.0,0.0,100.0
KRAI,KAHER,0,0,5,5,0.0,0.0,100.0
KSVM,KESAVARAM HA,0,1,4,5,0.0,20.0,80.0
PTE,PATIALA CANT,0,1,4,5,0.0,20.0,80.0
PRPM,PT RAM PRASA,0,2,3,5,0.0,40.0,60.0
KYT,KAILAHAT,0,1,4,5,0.0,20.0,80.0
TNGM,TONDALAGOPAV,0,2,3,5,0.0,40.0,60.0
PMPR,PREMPUR,0,3,2,5,0.0,60.0,40.0
KSQ,KANSPUR GUGA,0,3,2,5,0.0,60.0,40.0
KBN,KARBIGWAN,0,3,2,5,0.0,60.0,40.0
KTK,KYATANAKERI,0,0,5,5,0.0,0.0,100.0
LNWT,LUCKNOW WEST,1,2,2,5,20.0,40.0,40.0
DWD,DHEKWAD,0,0,5,5,0.0,0.0,100.0
GGAR,GANGADHRA,0,0,5,5,0.0,0.0,100.0
BLG,BILHAR GHAT,0,0,5,5,0.0,0.0,100.0
BMQ,BHIMARLAI,0,0,5,5,0.0,0.0,100.0
SJDA,SANJUJA-DA-A,0,5,0,5,0.0,100.0,0.0
KRSL,KRISHNASHILA,0,3,2,5,0.0,60.0,40.0
KVA,KAVAS,0,0,5,5,0.0,0.0,100.0
SKRI,SIKARIA HALT,0,0,5,5,0.0,0.0,100.0
SKTN,SHAKTINAGAR,0,3,2,5,0.0,60.0,40.0
SKY,SHIKARA,0,4,1,5,0.0,80.0,20.0
SLGE,SULERJAVALGE,0,0,5,5,0.0,0.0,100.0
MDL,MANDAL,0,0,5,5,0.0,0.0,100.0
JON,JOHNA,0,1,4,5,0.0,20.0,80.0
JONR,JEONARA,0,4,1,5,0.0,80.0,20.0
PDE,PINDRAI,0,4,1,5,0.0,80.0,20.0
JNE,JANIYANA,0,0,5,5,0.0,0.0,100.0
JPV,JMTRA PARASW,0,4,1,5,0.0,80.0,20.0
MGRL,MANGROLIA,0,0,5,5,0.0,0.0,100.0
PATI,PARSA TIWARI,0,1,4,5,0.0,20.0,80.0
CHK,CHAKERI,0,3,2,5,0.0,60.0,40.0
DBEC,DEVBALODA CH,1,1,3,5,20.0,20.0,60.0
BDPA,BADALPUR PH,0,5,0,5,0.0,100.0,0.0
MHRI,MACHHRAULI,0,5,0,5,0.0,100.0,0.0
DMP,DHARAMPUR HI,0,0,5,5,0.0,0.0,100.0
MKDN,MARKADHANA,0,3,2,5,0.0,60.0,40.0
BOBS,BOBAS,1,1,3,5,20.0,20.0,60.0
MJHL,MAJHAULA HAL,0,0,5,5,0.0,0.0,100.0
CHRG,CHORGI H,0,0,5,5,0.0,0.0,100.0
SOY,SUKRIMANGELA,0,4,1,5,0.0,80.0,20.0
GKG,GOKULGARH,0,5,0,5,0.0,100.0,0.0
MKY,MEKKUDI HALT,0,4,1,5,0.0,80.0,20.0
TKRA,TIKRA PH,0,5,0,5,0.0,100.0,0.0
VNK,BINAIKI,0,4,1,5,0.0,80.0,20.0
BBAI,BHADBHUNJA,0,0,5,5,0.0,0.0,100.0
AHD,AHERWADI H,0,0,5,5,0.0,0.0,100.0
IMR,IBRAHIMPUR H,0,0,5,5,0.0,0.0,100.0
SSIA,SUISA,0,0,5,5,0.0,0.0,100.0
BSDA,BANIYA SANDA,0,0,5,5,0.0,0.0,100.0
MOM,MAMAN,0,4,1,5,0.0,80.0,20.0
HRW,HARRAWALA,0,0,5,5,0.0,0.0,100.0
STLB,SITALPUR (BE,0,5,0,5,0.0,100.0,0.0
BGMR,BAGUMRA,0,0,5,5,0.0,0.0,100.0
HOH,HONAGANAHALL,0,0,5,5,0.0,0.0,100.0
SUH,SULEHALLI,0,0,5,5,0.0,0.0,100.0
HMRR,HAMARAPUR,0,1,4,5,0.0,20.0,80.0
GNST,GHANDHI SMRU,0,2,3,5,0.0,40.0,60.0
TIC,TIMMACHIPURA,0,4,1,5,0.0,80.0,20.0
DHND,DHINDA,1,1,3,5,20.0,20.0,60.0
HGL,HARANGUL,0,0,5,5,0.0,0.0,100.0
HMG,HAMIR GARH,0,0,5,5,0.0,0.0,100.0
NIDI,NIDI,0,1,4,5,0.0,20.0,80.0
NIR,NAINPUR JN.,0,4,1,5,0.0,80.0,20.0
GNS,GHONSOR,0,4,1,5,0.0,80.0,20.0
HEN,HERIA PH,0,5,0,5,0.0,100.0,0.0
SWC,SHIVRAMPUR,0,0,5,5,0.0,0.0,100.0
BENL,BENAL H,0,0,5,5,0.0,0.0,100.0
HDE,HARDAS BIGHA,1,1,3,5,20.0,20.0,60.0
MTJL,MOTIJHEEL,0,0,5,5,0.0,0.0,100.0
BQW,BARAKALAN,0,0,5,5,0.0,0.0,100.0
DGHL,DIGHAL,0,5,0,5,0.0,100.0,0.0
SZA,SAROTRA ROAD,0,2,3,5,0.0,40.0,60.0
GOLE,GOLE,0,0,5,5,0.0,0.0,100.0
BET,BARETH,0,2,3,5,0.0,40.0,60.0
GRX,GAURA,0,1,4,5,0.0,20.0,80.0
BQM,BARELIPAR,0,3,2,5,0.0,60.0,40.0
MUQ,MARUDUR HALT,0,4,1,5,0.0,80.0,20.0
NDNI,NIDHANI,0,4,1,5,0.0,80.0,20.0
MWF,MAGARDAHA,0,1,4,5,0.0,20.0,80.0
MWH,MALWAN,0,3,2,5,0.0,60.0,40.0
TBV,TIMBARVA,0,0,5,5,0.0,0.0,100.0
GRG,GUWARI GHAT,0,4,1,5,0.0,80.0,20.0
NCN,NACHINDA PH,0,5,0,5,0.0,100.0,0.0
MYGD,MYNAGURI RD,1,0,4,5,20.0,0.0,80.0
ABLE,AMBLE,0,0,5,5,0.0,0.0,100.0
ZPR,ZORAWARPURA,0,5,0,5,0.0,100.0,0.0
CNBI,CHANDARI,0,3,2,5,0.0,60.0,40.0
RMPH,RAMPAHARI,0,0,4,4,0.0,0.0,100.0
RNB,RANPURA,0,4,0,4,0.0,100.0,0.0
DWDI,DIGHWA DUBAU,0,4,0,4,0.0,100.0,0.0
KRKM,KHARA-KAMERI,0,0,4,4,0.0,0.0,100.0
RFR,RAFINAGAR F,0,0,4,4,0.0,0.0,100.0
RNL,RANALA,0,0,4,4,0.0,0.0,100.0
RNN,RAJAN KUNTI,0,2,2,4,0.0,50.0,50.0
RNRD,RANIPUR ROAD,0,0,4,4,0.0,0.0,100.0
BJPR,BIJAIPUR ROA,0,0,4,4,0.0,0.0,100.0
ETAH,ETAH,0,4,0,4,0.0,100.0,0.0
RDK,RASHIDPURA-K,2,2,0,4,50.0,50.0,0.0
KRKP,KYARKOP,0,0,4,4,0.0,0.0,100.0
KRKR,KURKURA,0,0,4,4,0.0,0.0,100.0
KRW,KHARWA,0,2,2,4,0.0,50.0,50.0
KSA,KHASA,4,0,0,4,100.0,0.0,0.0
KSAE,KOSAI,0,0,4,4,0.0,0.0,100.0
EDU,ERIODU,0,0,4,4,0.0,0.0,100.0
RNGG,RANGALITING,0,0,4,4,0.0,0.0,100.0
CAPG,CHAPAGURI,0,0,4,4,0.0,0.0,100.0
BK,BAKRA ROAD,0,0,4,4,0.0,0.0,100.0
BKA,BARKHEDA,0,0,4,4,0.0,0.0,100.0
KLYT,KOLAYAT,0,0,4,4,0.0,0.0,100.0
KMAH,KAMATHE,0,0,4,4,0.0,0.0,100.0
KNAR,KHANPUR AHIR,0,0,4,4,0.0,0.0,100.0
RCJ,RANAYALA,0,2,2,4,0.0,50.0,50.0
BKTL,BAKTAL,0,0,4,4,0.0,0.0,100.0
KRQ,KARARI,0,0,4,4,0.0,0.0,100.0
DWJ,DWARKAGANJ,0,0,4,4,0.0,0.0,100.0
DUMR,DUMARA,0,0,4,4,0.0,0.0,100.0
DUN,DUGANPUR,0,0,4,4,0.0,0.0,100.0
UKC,UKSI,0,0,4,4,0.0,0.0,100.0
ULN,ULNA BHARI,0,0,4,4,0.0,0.0,100.0
KNBR,KANAIBAZAR,0,0,4,4,0.0,0.0,100.0
KNC,KANCHANPUR R,0,0,4,4,0.0,0.0,100.0
RAK,RAMKOT,0,1,3,4,0.0,25.0,75.0
DTQ,DATARDA KALA,0,0,4,4,0.0,0.0,100.0
DTT,DODDAGHATTA,0,0,4,4,0.0,0.0,100.0
DTJ,DETROJ,0,4,0,4,0.0,100.0,0.0
KSUA,KASHIPURA,0,4,0,4,0.0,100.0,0.0
KTAL,KATHLAL,0,4,0,4,0.0,100.0,0.0
RBHR,RABHRA HAALT,0,4,0,4,0.0,100.0,0.0
RBHT,R BLOCK HALT,2,2,0,4,50.0,50.0,0.0
KSHR,KESHWARI BH,0,2,2,4,0.0,50.0,50.0
KSNA,KANASAR NAWA,0,0,4,4,0.0,0.0,100.0
KTHE,KATAHRI,0,0,4,4,0.0,0.0,100.0
ERC,ERICH ROAD,0,0,4,4,0.0,0.0,100.0
KMRD,KALAMB ROAD,0,0,4,4,0.0,0.0,100.0
RPV,RAJAPATTI,0,4,0,4,0.0,100.0,0.0
RQP,RADHA KISHOR,0,0,4,4,0.0,0.0,100.0
RRJ,RAMARAJUPALL,0,0,4,4,0.0,0.0,100.0
KLGD,KOLLENGODE,0,2,2,4,0.0,50.0,50.0
KMLK,KAMALAPUR,0,4,0,4,0.0,100.0,0.0
AJM,ADRAJ MOTI,0,4,0,4,0.0,100.0,0.0
RORA,RORA,0,0,4,4,0.0,0.0,100.0
RPGU,RASULPUR GOG,0,0,4,4,0.0,0.0,100.0
RPL,REDDIPALLI,0,0,4,4,0.0,0.0,100.0
CBP,CHIKBALLAPUR,0,0,4,4,0.0,0.0,100.0
CTTP,CHITRAPUR (H,0,0,4,4,0.0,0.0,100.0
CTZ,CHAUNTRA BHA,0,0,4,4,0.0,0.0,100.0
NBP,NIBHAPUR,0,1,3,4,0.0,25.0,75.0
KTKD,KATANGI KHUR,0,0,4,4,0.0,0.0,100.0
QSR,KANSRAO,0,0,4,4,0.0,0.0,100.0
KUKA,KHUI KHERA,0,3,1,4,0.0,75.0,25.0
KLLF,KALOL,0,1,3,4,0.0,25.0,75.0
RSJ,RAYSER JAGIR,0,0,4,4,0.0,0.0,100.0
RSKA,RAJSUNAKHALA,0,4,0,4,0.0,100.0,0.0
CBZ,CHURAIBARI,0,0,4,4,0.0,0.0,100.0
UMG,UTTANGAL MAN,0,0,4,4,0.0,0.0,100.0
UMM,UMRAM,0,0,4,4,0.0,0.0,100.0
UMS,UDRAMSAR,0,0,4,4,0.0,0.0,100.0
UNA,UNA,0,2,2,4,0.0,50.0,50.0
KTLP,KATALPUR (HA,0,4,0,4,0.0,100.0,0.0
BWRA,BHARATWADA,0,0,4,4,0.0,0.0,100.0
BWS,BADWASI,0,0,4,4,0.0,0.0,100.0
PWK,PIPARIYAKELA,0,0,4,4,0.0,0.0,100.0
CBG,CHARBHUJA RO,0,0,4,4,0.0,0.0,100.0
RTBR,RATABARI,0,3,1,4,0.0,75.0,25.0
RTGN,RATANGAON,0,0,4,4,0.0,0.0,100.0
RTJ,RANTEJ,0,1,3,4,0.0,25.0,75.0
RTU,RATAN SARAI,0,4,0,4,0.0,100.0,0.0
KKLU,KAKLUR,0,0,4,4,0.0,0.0,100.0
KLGN,KALANGANI,0,4,0,4,0.0,100.0,0.0
KLGR,KOLAIGRAM,0,0,4,4,0.0,0.0,100.0
KTNA,KATHANA,0,4,0,4,0.0,100.0,0.0
KTR,KOTHAR,0,0,4,4,0.0,0.0,100.0
KTRA,KOTRA,0,0,4,4,0.0,0.0,100.0
BLGH,BISHALGARH,4,0,0,4,100.0,0.0,0.0
BLME,BHOLIDIH,0,2,2,4,0.0,50.0,50.0
BLMR,BHALUKMARA,0,0,4,4,0.0,0.0,100.0
BLNG,BARLANGA,0,0,4,4,0.0,0.0,100.0
PUY,PHULAGURI,0,0,4,4,0.0,0.0,100.0
KTKR,KUMTHA KHURD,0,0,4,4,0.0,0.0,100.0
FRH,FARHANTNAGAR,0,2,2,4,0.0,50.0,50.0
FSG,PHURSUNGI,0,0,4,4,0.0,0.0,100.0
FTC,FATEHPUR CHA,0,2,2,4,0.0,50.0,50.0
ASI,ARSENI,0,1,3,4,0.0,25.0,75.0
FLD,PHULAD,0,0,4,4,0.0,0.0,100.0
TSD,TAHSIL BHADR,0,0,4,4,0.0,0.0,100.0
TTLA,TETELIA,0,0,4,4,0.0,0.0,100.0
AJRE,AUJURI,0,0,4,4,0.0,0.0,100.0
AKI,ADARKI,0,0,4,4,0.0,0.0,100.0
KUT,KANAUTA,0,0,4,4,0.0,0.0,100.0
KUTI,KHUMTAI,0,0,4,4,0.0,0.0,100.0
PTYR,PATIYARA,0,2,2,4,0.0,50.0,50.0
KKV,KUKAVAV,0,4,0,4,0.0,100.0,0.0
KLBA,KALAMBHA,0,0,4,4,0.0,0.0,100.0
KKRH,KARAHIYA HAL,0,0,4,4,0.0,0.0,100.0
BAK,BHAN KARI,0,0,4,4,0.0,0.0,100.0
PU,PATCHUR,0,2,2,4,0.0,50.0,50.0
PUD,PHANDA,0,0,4,4,0.0,0.0,100.0
PUG,PUNGGUDI,0,2,2,4,0.0,50.0,50.0
KUJU,KUJU,0,0,4,4,0.0,0.0,100.0
KVN,KAVANUR,0,0,4,4,0.0,0.0,100.0
KVNJ,KAPADVANJ,0,4,0,4,0.0,100.0,0.0
BWA,BHINWALIYA,0,0,4,4,0.0,0.0,100.0
BLRD,BALAROAD,0,0,4,4,0.0,0.0,100.0
BLRG,BALASIRING,0,0,4,4,0.0,0.0,100.0
CDB,CHAUDHURIBAN,0,2,2,4,0.0,50.0,50.0
CDBH,CANDRABANDA,0,2,2,4,0.0,50.0,50.0
BJN,BEJNAL,0,0,4,4,0.0,0.0,100.0
PTSC,PARICHA THER,0,0,4,4,0.0,0.0,100.0
KURT,KHURDA TOWN,0,4,0,4,0.0,100.0,0.0
KWAR,KAWAR,0,4,0,4,0.0,100.0,0.0
PTKD,PATHARKANDI,0,0,4,4,0.0,0.0,100.0
BLNI,BHALWANI,0,0,4,4,0.0,0.0,100.0
BLNK,BELANKI,0,0,4,4,0.0,0.0,100.0
BLO,BHULON,0,0,4,4,0.0,0.0,100.0
BLPE,BALAPALLE,0,0,4,4,0.0,0.0,100.0
RVN,RAJIV NAGAR,2,2,0,4,50.0,50.0,0.0
KJTW,KAJGAON TERH,0,1,3,4,0.0,25.0,75.0
KJW,KHAJWANA,0,0,4,4,0.0,0.0,100.0
KKAS,KATKAMASANDI,0,0,4,4,0.0,0.0,100.0
CCD,CHICHONDA,0,0,4,4,0.0,0.0,100.0
KVJ,KESHAV GANJ,0,0,4,4,0.0,0.0,100.0
KVLR,KARUVALLI,0,0,4,4,0.0,0.0,100.0
KYH,KHAIRAH,0,4,0,4,0.0,100.0,0.0
KWI,KIVARLI,0,0,4,4,0.0,0.0,100.0
KWW,KUSWA HALT,0,4,0,4,0.0,100.0,0.0
KXA,KUNARIYA,0,0,4,4,0.0,0.0,100.0
PSLI,PARSOLI,0,0,4,4,0.0,0.0,100.0
PTG,PATNA GHAT,2,2,0,4,50.0,50.0,0.0
PTHD,PATOHAN,0,0,4,4,0.0,0.0,100.0
AON,ARAON,0,0,4,4,0.0,0.0,100.0
AONI,AMONI,0,0,4,4,0.0,0.0,100.0
APA,AMARPURA,0,2,2,4,0.0,50.0,50.0
KKGT,KALKALIGHAT,0,0,4,4,0.0,0.0,100.0
KKK,KHAKHARIYA,0,4,0,4,0.0,100.0,0.0
BJMR,BAIJNATH MAN,0,0,4,4,0.0,0.0,100.0
DAM,DHAMORA,0,0,4,4,0.0,0.0,100.0
DSR,DHANSIRI,0,0,4,4,0.0,0.0,100.0
BBLK,BABA LAKSHMA,0,0,4,4,0.0,0.0,100.0
DRS,DHARESHWAR,0,2,2,4,0.0,50.0,50.0
DSD,DOSVADA,0,0,4,4,0.0,0.0,100.0
DSK,DUSKHEDA,0,0,4,4,0.0,0.0,100.0
DSL,DESWAL  HALT,0,0,4,4,0.0,0.0,100.0
DSME,DASARA,0,2,2,4,0.0,50.0,50.0
KJPD,KURINJIPADI,0,0,4,4,0.0,0.0,100.0
SAF,SALKHAPUR,0,1,3,4,0.0,25.0,75.0
CCI,CHINNE KUNTA,0,0,4,4,0.0,0.0,100.0
RWH,ROWRIAH,0,0,4,4,0.0,0.0,100.0
RXN,RAMSAN,0,0,4,4,0.0,0.0,100.0
BLPR,BADULIPAR,0,0,4,4,0.0,0.0,100.0
KVH,KHAMBHEL,0,1,3,4,0.0,25.0,75.0
AEH,ANANTPAITH,0,0,4,4,0.0,0.0,100.0
TRWT,TARWATA,0,0,4,4,0.0,0.0,100.0
FPS,FATEHPUR-SHE,2,2,0,4,50.0,50.0,0.0
